Specific Capacity (mAh/g),Voltage (V),Step Name,Step_ID
0,2.063123515,CC_DChg,1
0,2.023708432,CC_DChg,1
0,1.966775534,CC_DChg,1
0,1.918601544,CC_DChg,1
0,1.877544166,CC_DChg,1
0,1.839771378,CC_DChg,1
0,1.80199859,CC_DChg,1
0,1.760941211,CC_DChg,1
0,1.721526128,CC_DChg,1
0,1.681782586,CC_DChg,1
0,1.642695962,CC_DChg,1
0,1.604923174,CC_DChg,1
0,1.560581205,CC_DChg,1
0,1.521166122,CC_DChg,1
0,1.480108744,CC_DChg,1
0,1.442335956,CC_DChg,1
0,1.404563168,CC_DChg,1
0,1.36350579,CC_DChg,1
0.112145985,1.313415788,CC_DChg,1
0.627917606,1.262778355,CC_DChg,1
2.101550812,1.223089556,CC_DChg,1
5.196180543,1.17792644,CC_DChg,1
8.732900235,1.131942176,CC_DChg,1
12.26961993,1.085957913,CC_DChg,1
15.36424966,1.047090261,CC_DChg,1
18.45887939,1.002200861,CC_DChg,1
21.99559908,0.95539545,CC_DChg,1
25.53231877,0.907768891,CC_DChg,1
29.06903847,0.862605775,CC_DChg,1
32.60575816,0.819084954,CC_DChg,1
36.14247785,0.778027576,CC_DChg,1
39.67919754,0.73943364,CC_DChg,1
43.6580072,0.696733967,CC_DChg,1
48.07890681,0.654691211,CC_DChg,1
52.49980643,0.616589964,CC_DChg,1
57.36279601,0.579583581,CC_DChg,1
62.66787555,0.539621066,CC_DChg,1
67.53086512,0.503600059,CC_DChg,1
72.3938547,0.466812648,CC_DChg,1
77.69893424,0.424660407,CC_DChg,1
83.00401378,0.38415046,CC_DChg,1
88.30909332,0.343093082,CC_DChg,1
93.61417285,0.305320294,CC_DChg,1
98.91925239,0.268094938,CC_DChg,1
104.2243319,0.235249035,CC_DChg,1
109.5294115,0.205687723,CC_DChg,1
114.834491,0.181053296,CC_DChg,1
120.1395705,0.161893186,CC_DChg,1
125.4446501,0.145470235,CC_DChg,1
130.7497296,0.130689578,CC_DChg,1
138.7073489,0.10550772,CC_DChg,1
144.0124285,0.100580834,CC_DChg,1
149.317508,0.098938539,CC_DChg,1
154.6225876,0.096201381,CC_DChg,1
159.9276671,0.09163945,CC_DChg,1
165.2327466,0.085800178,CC_DChg,1
170.5378262,0.079778429,CC_DChg,1
175.8429057,0.076493839,CC_DChg,1
181.1479852,0.073756681,CC_DChg,1
186.4530648,0.072661817,CC_DChg,1
191.7581443,0.069924659,CC_DChg,1
197.0632239,0.068282363,CC_DChg,1
202.3683034,0.066092637,CC_DChg,1
207.6733829,0.066092637,CC_DChg,1
212.9784625,0.065545205,CC_DChg,1
218.283542,0.062808046,CC_DChg,1
223.5886216,0.061713183,CC_DChg,1
228.8937011,0.059523456,CC_DChg,1
234.1987806,0.059523456,CC_DChg,1
239.5038602,0.059523456,CC_DChg,1
244.8089397,0.057881161,CC_DChg,1
250.1140192,0.052954276,CC_DChg,1
255.4190988,0.052954276,CC_DChg,1
260.7241783,0.053501707,CC_DChg,1
266.0292579,0.054596571,CC_DChg,1
271.3343374,0.052954276,CC_DChg,1
276.6394169,0.049122254,CC_DChg,1
281.9444965,0.046385095,CC_DChg,1
287.249576,0.046385095,CC_DChg,1
292.5546556,0.045837663,CC_DChg,1
297.8597351,0.039815914,CC_DChg,1
303.1648146,0.039815914,CC_DChg,1
308.4698942,0.039815914,CC_DChg,1
313.7749737,0.033246734,CC_DChg,1
319.0800533,0.033246734,CC_DChg,1
324.3851328,0.029962144,CC_DChg,1
329.6902123,0.026677553,CC_DChg,1
334.9952919,0.024487827,CC_DChg,1
340.3003714,0.020108373,CC_DChg,1
345.6054509,0.014634056,CC_DChg,1
350.9105305,0.009159739,CC_DChg,1
356.21561,0.002590558,CC_DChg,1
359.7523297,-0.001241464,CC_DChg,1
1.65946085,0.031057007,CC_Chg,2
6.964540389,0.039815914,CC_Chg,2
12.26961993,0.048574822,CC_Chg,2
17.57469947,0.055691434,CC_Chg,2
22.879779,0.062260615,CC_Chg,2
28.18485854,0.066092637,CC_Chg,2
33.48993808,0.071566954,CC_Chg,2
38.79501762,0.072661817,CC_Chg,2
44.10009716,0.075946407,CC_Chg,2
49.4051767,0.079230998,CC_Chg,2
54.71025624,0.079230998,CC_Chg,2
60.01533578,0.082515588,CC_Chg,2
65.32041531,0.085800178,CC_Chg,2
70.62549485,0.085800178,CC_Chg,2
75.93057439,0.085800178,CC_Chg,2
81.23565393,0.085800178,CC_Chg,2
86.54073347,0.085800178,CC_Chg,2
91.84581301,0.085800178,CC_Chg,2
97.15089255,0.087442473,CC_Chg,2
102.4559721,0.090727064,CC_Chg,2
107.7610516,0.092369359,CC_Chg,2
113.0661312,0.092369359,CC_Chg,2
118.3712107,0.092369359,CC_Chg,2
123.6762902,0.092369359,CC_Chg,2
128.9813698,0.092369359,CC_Chg,2
134.2864493,0.095653949,CC_Chg,2
139.5915289,0.100033403,CC_Chg,2
144.8966084,0.100033403,CC_Chg,2
150.2016879,0.098938539,CC_Chg,2
155.5067675,0.096748812,CC_Chg,2
160.811847,0.100580834,CC_Chg,2
166.1169266,0.104960288,CC_Chg,2
171.4220061,0.10550772,CC_Chg,2
176.7270856,0.106055151,CC_Chg,2
182.0321652,0.111529469,CC_Chg,2
187.3372447,0.112624332,CC_Chg,2
192.6423242,0.118646081,CC_Chg,2
197.9474038,0.124120398,CC_Chg,2
203.2524833,0.132879305,CC_Chg,2
208.5575629,0.142733076,CC_Chg,2
213.8626424,0.1569663,CC_Chg,2
219.1677219,0.17284182,CC_Chg,2
224.4728015,0.193644225,CC_Chg,2
229.777881,0.220468379,CC_Chg,2
235.0829606,0.253861713,CC_Chg,2
239.9459501,0.29075861,CC_Chg,2
244.3668497,0.328859857,CC_Chg,2
248.7877494,0.365647268,CC_Chg,2
253.208649,0.40571927,CC_Chg,2
257.6295486,0.447105107,CC_Chg,2
262.0504482,0.487177108,CC_Chg,2
266.0292579,0.526756421,CC_Chg,2
270.0080675,0.564693438,CC_Chg,2
273.9868772,0.601480849,CC_Chg,2
277.9656868,0.640895932,CC_Chg,2
281.9444965,0.676205278,CC_Chg,2
285.9233061,0.717098426,CC_Chg,2
290.3442057,0.755856591,CC_Chg,2
294.7651054,0.801183937,CC_Chg,2
298.743915,0.839613643,CC_Chg,2
302.2806347,0.877386431,CC_Chg,2
305.8173544,0.916801514,CC_Chg,2
308.9119841,0.951837144,CC_Chg,2
312.0066139,0.990704795,CC_Chg,2
315.1012436,1.031762173,CC_Chg,2
317.7537834,1.07227212,CC_Chg,2
320.4063231,1.11387693,CC_Chg,2
322.6167729,1.154934308,CC_Chg,2
324.8272228,1.20037114,CC_Chg,2
326.1534926,1.250187426,CC_Chg,2
327.4797625,1.303562018,CC_Chg,2
327.9218525,1.3602212,CC_Chg,2
328.9533957,1.454379454,CC_Chg,2
328.8060324,1.406205463,CC_Chg,2
329.6902123,1.596711698,CC_Chg,2
329.8375756,1.548537708,CC_Chg,2
329.2481224,1.517881532,CC_Chg,2
330.7217556,1.920791271,CC_Chg,2
330.5743923,1.86933269,CC_Chg,2
330.5743923,1.829917607,CC_Chg,2
330.5743923,1.790502524,CC_Chg,2
330.5743923,1.754372031,CC_Chg,2
330.1323023,1.714956948,CC_Chg,2
330.1323023,1.675541865,CC_Chg,2
330.1323023,1.636126781,CC_Chg,2
331.0164822,1.984293349,CC_Chg,2
